claim_id,policy_id,insured_id,vehicle_id,driver_id,provider_id,line_of_business,coverage,claim_type,channel,city,branch,vehicle_year,vehicle_age,claim_amount,estimated_damage_amount,paid_amount,claim_status,sum_insured,deductible,incidents_last_12_months,incidents_last_18_months,vehicle_incidents_last_18_months,driver_incidents_last_18_months,prior_rc_claims,days_since_policy_start,days_until_policy_end,days_between_occurrence_report,occurred_at,submitted_at,is_night_claim,documents_complete,missing_critical_document,documents_inconsistent,beneficiary_type,provider_observed_cases,provider_watchlist,accident_dynamics,unidentified_third_party,narrative_similarity_max,narrative_group,customer_segment,customer_tenure_months,customer_policies_count,customer_delinquent,customer_score_simulated,report_narrative,fraud_label,fraud_probability,ml_risk_score,model_version
CLM-00055,POL-10918,CUST-405,VEH-700,DRV-304,PROV-20,vehicles,Responsabilidad Civil,collision,broker,Manta,Norte,2005,21,22068,10373,0,Reserva,50646,660,4,4,2,3,3,19,431,4,2026-03-23T19:23:49.272364+00:00,2026-03-27T19:23:49.272364+00:00,1,0,1,0,Taller,9,0,frontal,1,0.88,NARR-0,Pyme,15,1,0,499,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9881,99,sklearn-random-forest-v1
CLM-00056,POL-10935,CUST-1715,VEH-2395,DRV-1365,PROV-145,vehicles,Otros danos,other,web,Cuenca,Sierra Centro,2021,5,16942,12844,12877,Liquidado,24993,510,1,1,0,0,0,94,380,3,2026-04-30T19:23:49.272364+00:00,2026-05-03T19:23:49.272364+00:00,0,1,0,0,Perito,2,0,volcadura,0,0.34,NARR-155,Pyme,57,1,0,738,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0036,0,sklearn-random-forest-v1
CLM-00057,POL-10952,CUST-400,VEH-702,DRV-301,PROV-22,vehicles,Atencion medica,injury,broker,Cuenca,Sierra Centro,2001,25,31240,18574,0,Reserva,108045,844,2,5,3,4,1,27,433,4,2026-02-06T19:23:49.272364+00:00,2026-02-10T19:23:49.272364+00:00,0,0,1,1,Asegurado,5,0,volcadura,0,0.84,NARR-2,Pyme,11,1,1,566,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9943,99,sklearn-random-forest-v1
CLM-00058,POL-10969,CUST-1741,VEH-2453,DRV-1411,PROV-167,vehicles,Choque,collision,broker,Quito,Sierra Centro,2022,4,16415,14256,13687,Liquidado,24937,522,1,1,0,1,0,216,47,1,2026-05-14T19:23:49.272364+00:00,2026-05-15T19:23:49.272364+00:00,0,1,0,0,Clinica,2,0,posterior,0,0.38,NARR-157,Retail,77,4,0,656,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0152,2,sklearn-random-forest-v1
CLM-00059,POL-10986,CUST-1754,VEH-2482,DRV-1434,PROV-178,vehicles,Incendio,fire,web,Guayaquil,Costa,2025,1,4645,4603,3955,Pago Parcial,11915,794,0,0,1,0,1,503,645,3,2026-02-16T19:23:49.272364+00:00,2026-02-19T19:23:49.272364+00:00,0,1,0,0,Taller,0,0,posterior,0,0.59,NARR-158,Retail,45,2,0,788,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0177,2,sklearn-random-forest-v1
CLM-00060,POL-11003,CUST-403,VEH-705,DRV-304,PROV-25,vehicles,Responsabilidad Civil,collision,callcenter,Loja,Costa,2005,21,12017,6351,0,Reserva,19956,757,3,6,3,4,3,13,156,10,2026-04-14T19:23:49.272364+00:00,2026-04-24T19:23:49.272364+00:00,1,0,1,1,Clinica,5,0,volcadura,0,0.88,NARR-5,Pyme,4,2,0,495,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9741,97,sklearn-random-forest-v1
CLM-00061,POL-11020,CUST-1780,VEH-2540,DRV-1480,PROV-120,vehicles,Incendio,fire,web,Ambato,Austro,2007,19,11381,15129,7547,Liquidado,39448,806,2,2,1,0,1,344,418,0,2026-01-30T19:23:49.272364+00:00,2026-01-30T19:23:49.272364+00:00,0,1,0,0,Taller,1,0,volcadura,0,0.58,NARR-160,Retail,32,2,0,627,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0278,3,sklearn-random-forest-v1
CLM-00062,POL-11037,CUST-1793,VEH-2569,DRV-1503,PROV-131,vehicles,Otros danos,other,broker,Cuenca,Norte,2015,11,22434,19060,20133,Liquidado,42978,606,2,2,1,0,0,568,108,3,2026-03-09T19:23:49.272364+00:00,2026-03-12T19:23:49.272364+00:00,0,1,0,0,Clinica,0,0,volcadura,0,0.09,NARR-161,Preferente,35,1,0,687,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0098,1,sklearn-random-forest-v1
CLM-00063,POL-11054,CUST-406,VEH-708,DRV-302,PROV-22,vehicles,Atencion medica,injury,callcenter,Ambato,Costa,2004,22,6057,3071,0,Reserva,15957,525,4,4,1,3,0,19,634,2,2026-03-05T19:23:49.272364+00:00,2026-03-07T19:23:49.272364+00:00,1,0,1,0,Asegurado,4,0,multiple,0,0.88,NARR-2,Pyme,9,1,0,554,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9838,98,sklearn-random-forest-v1
CLM-00064,POL-11071,CUST-400,VEH-700,DRV-303,PROV-23,vehicles,Dano propio,collision,callcenter,Ambato,Sierra Centro,2003,23,23364,13001,0,Reserva,80552,543,3,6,3,3,1,9,370,8,2026-02-24T19:23:49.272364+00:00,2026-03-04T19:23:49.272364+00:00,1,1,0,1,Clinica,3,1,normal,1,0.77,NARR-3,Pyme,13,1,0,546,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9935,99,sklearn-random-forest-v1
CLM-00065,POL-11088,CUST-1832,VEH-2656,DRV-1572,PROV-164,vehicles,Incendio,fire,broker,Cuenca,Costa,2008,18,1908,1826,1080,Liquidado,4830,879,2,2,1,0,0,440,234,3,2026-03-29T19:23:49.272364+00:00,2026-04-01T19:23:49.272364+00:00,0,1,0,0,Perito,1,0,posterior,0,0.52,NARR-164,Pyme,47,1,0,831,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0253,3,sklearn-random-forest-v1
CLM-00066,POL-11105,CUST-1845,VEH-2685,DRV-1595,PROV-175,vehicles,Otros danos,other,app,Quito,Norte,2011,15,20267,15529,18128,Reserva,46052,272,1,1,1,1,1,589,150,3,2026-03-20T19:23:49.272364+00:00,2026-03-23T19:23:49.272364+00:00,1,1,0,0,Clinica,1,0,frontal,0,0.1,NARR-165,Preferente,65,4,0,748,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0443,4,sklearn-random-forest-v1
CLM-00067,POL-11122,CUST-1858,VEH-2714,DRV-1618,PROV-106,vehicles,Incendio,fire,broker,Manta,Sierra Centro,2017,9,18867,17836,15955,Reserva,50042,967,1,2,1,1,1,727,157,3,2026-03-14T19:23:49.272364+00:00,2026-03-17T19:23:49.272364+00:00,0,1,0,0,Asegurado,1,0,multiple,0,0.26,NARR-166,Pyme,25,5,0,815,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0496,5,sklearn-random-forest-v1
CLM-00068,POL-11139,CUST-1871,VEH-2743,DRV-1641,PROV-117,vehicles,Otros danos,other,web,Manta,Costa,2008,18,11510,9463,7154,Liquidado,40471,717,1,1,0,1,1,114,535,3,2026-04-14T19:23:49.272364+00:00,2026-04-17T19:23:49.272364+00:00,0,1,0,0,Perito,0,0,frontal,0,0.57,NARR-167,Retail,58,5,0,733,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0189,2,sklearn-random-forest-v1
CLM-00069,POL-11156,CUST-405,VEH-705,DRV-303,PROV-22,vehicles,Atencion medica,injury,web,Ambato,Austro,2001,25,23680,12455,0,Reserva,39199,760,3,6,2,2,0,25,631,3,2026-04-27T19:23:49.272364+00:00,2026-04-30T19:23:49.272364+00:00,1,0,1,0,Asegurado,6,0,normal,0,0.8,NARR-2,Retail,13,2,0,501,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.988,99,sklearn-random-forest-v1
CLM-00070,POL-11173,CUST-1897,VEH-2801,DRV-1687,PROV-139,vehicles,Otros danos,other,app,Cuenca,Sierra Centro,2015,11,6082,7302,3713,Pago Parcial,10122,566,2,2,1,0,0,424,174,2,2026-05-17T19:23:49.272364+00:00,2026-05-19T19:23:49.272364+00:00,0,1,0,0,Clinica,0,0,posterior,0,0.51,NARR-169,Retail,56,2,0,677,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0102,1,sklearn-random-forest-v1
CLM-00071,POL-11190,CUST-400,VEH-707,DRV-300,PROV-24,vehicles,Choque,collision,web,Loja,Norte,2008,18,21956,10401,18392,Reserva,81637,1057,2,4,4,4,0,19,334,9,2026-02-15T19:23:49.272364+00:00,2026-02-24T19:23:49.272364+00:00,1,1,0,0,Asegurado,9,0,frontal,0,0.89,NARR-4,Retail,13,2,0,456,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.5589,56,sklearn-random-forest-v1
CLM-00072,POL-11207,CUST-1023,VEH-2859,DRV-1733,PROV-161,vehicles,Choque,collision,app,Quito,Norte,2007,19,10659,12724,9101,Liquidado,36536,710,1,1,0,1,1,407,629,3,2026-05-10T19:23:49.272364+00:00,2026-05-13T19:23:49.272364+00:00,0,1,0,0,Clinica,0,0,volcadura,0,0.66,NARR-171,Preferente,39,2,0,735,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0271,3,sklearn-random-forest-v1
CLM-00073,POL-11224,CUST-402,VEH-700,DRV-302,PROV-20,vehicles,Dano propio,collision,broker,Quito,Costa,2000,26,10593,5789,0,Reserva,23898,587,3,3,2,3,0,3,566,11,2026-02-04T19:23:49.272364+00:00,2026-02-15T19:23:49.272364+00:00,0,0,1,0,Perito,3,0,normal,1,0.9,NARR-0,Preferente,8,2,0,456,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.974,97,sklearn-random-forest-v1
CLM-00074,POL-11241,CUST-1049,VEH-2917,DRV-1779,PROV-103,vehicles,Dano propio,collision,app,Ambato,Austro,2020,6,8498,7133,4695,Liquidado,29384,784,2,2,1,0,0,520,81,0,2026-04-21T19:23:49.272364+00:00,2026-04-21T19:23:49.272364+00:00,0,1,0,0,Asegurado,2,0,frontal,0,0.4,NARR-173,Retail,59,1,0,713,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0141,1,sklearn-random-forest-v1
CLM-00075,POL-11258,CUST-1062,VEH-2946,DRV-1802,PROV-114,vehicles,Vidrios,glass,web,Manta,Norte,2006,20,5407,5663,0,Reserva,5461,707,1,2,0,1,0,396,8,1,2026-05-15T19:23:49.272364+00:00,2026-05-16T19:23:49.272364+00:00,0,1,0,1,Asegurado,2,1,illogical,0,0.52,NARR-174,Retail,34,4,0,765,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9347,93,sklearn-random-forest-v1
CLM-00076,POL-11275,CUST-1075,VEH-2975,DRV-1825,PROV-125,vehicles,Vidrios,glass,app,Guayaquil,Sierra Centro,2016,10,23037,18971,16574,Liquidado,47843,1008,2,2,0,1,0,91,331,0,2026-05-08T19:23:49.272364+00:00,2026-05-08T19:23:49.272364+00:00,0,1,0,0,Perito,1,0,frontal,0,0.11,NARR-175,Preferente,37,4,0,658,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.016,2,sklearn-random-forest-v1
CLM-00077,POL-11292,CUST-406,VEH-704,DRV-301,PROV-24,vehicles,Choque,collision,web,Loja,Costa,2004,22,29709,17916,0,Reserva,54084,773,5,5,1,2,0,2,492,11,2026-03-20T19:23:49.272364+00:00,2026-03-31T19:23:49.272364+00:00,1,0,1,0,Clinica,6,0,normal,0,0.82,NARR-4,Pyme,14,1,0,497,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9846,98,sklearn-random-forest-v1
CLM-00078,POL-11309,CUST-1101,VEH-3033,DRV-1871,PROV-147,vehicles,Choque,collision,broker,Guayaquil,Costa,2015,11,12804,13646,7883,Liquidado,39807,1031,0,0,1,0,1,764,422,3,2026-01-26T19:23:49.272364+00:00,2026-01-29T19:23:49.272364+00:00,0,1,0,0,Clinica,1,0,multiple,0,0.22,NARR-177,Pyme,67,2,0,746,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0135,1,sklearn-random-forest-v1
CLM-00079,POL-11326,CUST-401,VEH-706,DRV-303,PROV-20,vehicles,Atencion medica,injury,callcenter,Quito,Norte,2004,22,10851,4849,0,Reserva,36617,974,5,6,2,1,1,14,135,5,2026-01-18T19:23:49.273364+00:00,2026-01-23T19:23:49.273364+00:00,0,0,1,1,Perito,5,0,posterior,0,0.86,NARR-0,Pyme,7,1,0,590,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9763,98,sklearn-random-forest-v1
CLM-00080,POL-11343,CUST-1127,VEH-3091,DRV-1017,PROV-169,vehicles,Choque,collision,web,Ambato,Costa,2011,15,12624,13152,8985,Liquidado,27877,707,1,1,1,0,1,378,149,3,2026-02-17T19:23:49.273364+00:00,2026-02-20T19:23:49.273364+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.08,NARR-179,Pyme,72,5,0,719,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0188,2,sklearn-random-forest-v1
CLM-00081,POL-11360,CUST-1140,VEH-3120,DRV-1040,PROV-100,vehicles,Incendio,fire,broker,Manta,Austro,2025,1,27667,25370,22774,Liquidado,46578,910,2,2,1,1,1,76,668,2,2026-05-16T19:23:49.273364+00:00,2026-05-18T19:23:49.273364+00:00,0,1,0,0,Taller,2,0,frontal,0,0.29,NARR-180,Pyme,88,2,0,622,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0466,5,sklearn-random-forest-v1
CLM-00082,POL-11377,CUST-404,VEH-700,DRV-301,PROV-23,vehicles,Responsabilidad Civil,collision,broker,Quito,Austro,1998,28,16086,7973,0,Reserva,56955,710,3,4,2,1,5,20,49,6,2026-01-27T19:23:49.273364+00:00,2026-02-02T19:23:49.273364+00:00,0,1,0,0,Asegurado,6,0,posterior,0,0.95,NARR-3,Retail,8,2,0,494,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9797,98,sklearn-random-forest-v1
CLM-00083,POL-11394,CUST-1166,VEH-3178,DRV-1086,PROV-122,vehicles,Incendio,fire,web,Manta,Costa,2014,12,7051,5309,5715,Liquidado,21836,961,0,2,1,0,1,625,221,2,2025-12-06T19:23:49.273364+00:00,2025-12-08T19:23:49.273364+00:00,0,1,0,0,Perito,2,0,multiple,0,0.61,NARR-182,Retail,35,2,0,766,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.001,0,sklearn-random-forest-v1
CLM-00084,POL-11411,CUST-1179,VEH-2007,DRV-1109,PROV-133,vehicles,Dano propio,collision,app,Guayaquil,Austro,2025,1,4754,3664,2781,Reserva,13337,695,0,1,0,0,1,89,312,3,2026-03-02T19:23:49.273364+00:00,2026-03-05T19:23:49.273364+00:00,1,1,0,0,Clinica,0,0,multiple,0,0.55,NARR-183,Retail,20,3,0,779,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.088,9,sklearn-random-forest-v1
CLM-00085,POL-11428,CUST-400,VEH-703,DRV-304,PROV-20,vehicles,Robo parcial,theft,callcenter,Guayaquil,Austro,1998,28,32120,16578,0,Reserva,74224,991,2,3,4,4,1,3,395,2,2026-04-06T19:23:49.273364+00:00,2026-04-08T19:23:49.273364+00:00,0,0,1,0,Clinica,6,0,normal,0,0.73,NARR-0,Retail,14,2,1,454,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9566,96,sklearn-random-forest-v1
CLM-00086,POL-11445,CUST-1205,VEH-2065,DRV-1155,PROV-155,vehicles,Incendio,fire,web,Guayaquil,Sierra Centro,2023,3,12639,14942,7828,Liquidado,43124,657,0,2,1,1,0,707,211,3,2026-03-21T19:23:49.273364+00:00,2026-03-24T19:23:49.273364+00:00,0,1,0,0,Taller,0,0,normal,0,0.64,NARR-185,Retail,29,2,0,644,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0244,2,sklearn-random-forest-v1
CLM-00087,POL-11462,CUST-402,VEH-705,DRV-301,PROV-22,vehicles,Robo parcial,theft,callcenter,Manta,Sierra Centro,2004,22,7423,4669,0,Reserva,10941,457,3,3,2,3,0,22,613,7,2025-11-29T19:23:49.273364+00:00,2025-12-06T19:23:49.273364+00:00,1,1,0,1,Taller,6,0,multiple,0,0.82,NARR-2,Retail,9,2,0,510,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9815,98,sklearn-random-forest-v1
CLM-00088,POL-11479,CUST-1231,VEH-2123,DRV-1201,PROV-177,vehicles,Vidrios,glass,app,Ambato,Costa,2015,11,5563,5375,3540,Pago Parcial,12968,574,0,2,1,0,0,253,627,1,2026-04-17T19:23:49.273364+00:00,2026-04-18T19:23:49.273364+00:00,0,1,0,0,Asegurado,0,0,posterior,0,0.16,NARR-187,Preferente,78,2,0,697,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0108,1,sklearn-random-forest-v1
CLM-00089,POL-11496,CUST-404,VEH-707,DRV-303,PROV-24,vehicles,Choque,collision,callcenter,Manta,Sierra Centro,2009,17,11593,4885,0,Reserva,39910,683,4,4,2,1,0,13,89,7,2026-02-12T19:23:49.273364+00:00,2026-02-19T19:23:49.273364+00:00,1,0,1,0,Taller,9,0,volcadura,1,0.89,NARR-4,Retail,6,1,1,502,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9782,98,sklearn-random-forest-v1
CLM-00090,POL-11513,CUST-1257,VEH-2181,DRV-1247,PROV-119,vehicles,Incendio,fire,web,Cuenca,Austro,2024,2,13314,12311,11679,Pago Parcial,48650,897,2,2,1,0,0,693,104,2,2026-04-01T19:23:49.273364+00:00,2026-04-03T19:23:49.273364+00:00,0,1,0,0,Taller,1,0,volcadura,0,0.57,NARR-189,Preferente,18,4,0,697,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0315,3,sklearn-random-forest-v1
CLM-00091,POL-11530,CUST-406,VEH-700,DRV-300,PROV-20,vehicles,Atencion medica,injury,broker,Loja,Costa,2010,16,4723,2012,3659,Liquidado,4770,789,2,6,1,3,0,2,5,6,2026-03-08T19:23:49.273364+00:00,2026-03-14T19:23:49.273364+00:00,1,0,1,1,Perito,5,1,illogical,0,0.73,NARR-0,Retail,1,1,0,519,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.4313,43,sklearn-random-forest-v1
CLM-00092,POL-11547,CUST-1283,VEH-2239,DRV-1293,PROV-141,vehicles,Responsabilidad Civil,collision,app,Cuenca,Sierra Centro,2007,19,12053,15778,9654,Reserva,24009,366,0,2,0,0,0,382,422,3,2026-05-24T19:23:49.273364+00:00,2026-05-27T19:23:49.273364+00:00,0,1,0,0,Perito,0,0,multiple,0,0.06,NARR-191,Preferente,45,4,0,747,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0997,10,sklearn-random-forest-v1
CLM-00093,POL-11564,CUST-1296,VEH-2268,DRV-1316,PROV-152,vehicles,Choque,collision,app,Manta,Costa,2008,18,13683,16600,0,Reserva,34897,910,2,2,1,0,1,354,361,1,2025-12-31T19:23:49.273364+00:00,2026-01-01T19:23:49.273364+00:00,0,1,0,0,Clinica,1,0,frontal,0,0.14,NARR-192,Pyme,52,3,0,670,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.7322,73,sklearn-random-forest-v1
CLM-00094,POL-11581,CUST-402,VEH-703,DRV-303,PROV-23,vehicles,Responsabilidad Civil,collision,web,Ambato,Costa,2001,25,20505,13812,0,Reserva,48064,729,3,4,4,3,5,8,253,8,2026-04-29T19:23:49.273364+00:00,2026-05-07T19:23:49.273364+00:00,1,1,0,1,Clinica,9,0,normal,1,0.87,NARR-3,Preferente,11,2,0,452,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9837,98,sklearn-random-forest-v1
CLM-00095,POL-11598,CUST-1322,VEH-2326,DRV-1362,PROV-174,vehicles,Choque,collision,app,Quito,Costa,2017,9,10093,10391,6751,Liquidado,28275,528,1,1,0,1,1,199,667,2,2026-03-12T19:23:49.273364+00:00,2026-03-14T19:23:49.273364+00:00,0,1,0,0,Taller,1,0,volcadura,0,0.17,NARR-194,Retail,42,3,0,651,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0078,1,sklearn-random-forest-v1
CLM-00096,POL-11615,CUST-1335,VEH-2355,DRV-1385,PROV-105,vehicles,Otros danos,other,web,Guayaquil,Norte,2016,10,21527,18211,13412,Liquidado,79237,358,0,0,1,0,1,688,671,3,2025-12-10T19:23:49.273364+00:00,2025-12-13T19:23:49.273364+00:00,0,1,0,0,Asegurado,1,0,frontal,0,0.23,NARR-195,Preferente,32,4,0,806,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0313,3,sklearn-random-forest-v1
CLM-00097,POL-11632,CUST-1348,VEH-2384,DRV-1408,PROV-116,vehicles,Responsabilidad Civil,collision,broker,Manta,Austro,2019,7,4573,3819,2859,Pago Parcial,7217,1088,1,2,1,1,0,710,683,1,2026-03-04T19:23:49.273364+00:00,2026-03-05T19:23:49.273364+00:00,0,1,0,0,Asegurado,2,0,volcadura,0,0.3,NARR-196,Pyme,64,4,0,753,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0185,2,sklearn-random-forest-v1
CLM-00098,POL-11649,CUST-406,VEH-707,DRV-302,PROV-21,vehicles,Atencion medica,injury,web,Ambato,Norte,2006,20,10097,6116,0,Reserva,35519,1068,3,3,4,3,1,25,112,11,2026-03-02T19:23:49.273364+00:00,2026-03-13T19:23:49.273364+00:00,1,1,0,1,Clinica,3,1,volcadura,0,0.88,NARR-1,Preferente,11,1,0,515,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9744,97,sklearn-random-forest-v1
CLM-00099,POL-11666,CUST-400,VEH-708,DRV-303,PROV-22,vehicles,Dano propio,collision,callcenter,Ambato,Costa,2002,24,12567,5505,0,Reserva,36631,473,4,4,1,4,0,7,88,5,2026-02-09T19:23:49.273364+00:00,2026-02-14T19:23:49.273364+00:00,1,1,0,0,Perito,8,0,normal,1,0.94,NARR-2,Preferente,13,2,1,487,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9704,97,sklearn-random-forest-v1
CLM-00100,POL-11683,CUST-401,VEH-700,DRV-304,PROV-23,vehicles,Atencion medica,injury,broker,Cuenca,Austro,2007,19,19939,10105,0,Reserva,44063,1034,3,3,2,4,0,27,308,10,2026-05-25T19:23:49.273364+00:00,2026-06-04T19:23:49.273364+00:00,1,0,1,0,Taller,6,0,multiple,0,0.81,NARR-3,Retail,12,1,1,500,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9846,98,sklearn-random-forest-v1
CLM-00101,POL-11700,CUST-1400,VEH-2500,DRV-1500,PROV-160,vehicles,Incendio,fire,broker,Guayaquil,Sierra Centro,2022,4,25092,21367,15007,Liquidado,68466,927,1,1,1,0,1,96,469,0,2025-12-05T19:23:49.273364+00:00,2025-12-05T19:23:49.273364+00:00,0,1,0,0,Perito,2,0,volcadura,0,0.32,NARR-200,Retail,79,1,0,651,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0467,5,sklearn-random-forest-v1
CLM-00102,POL-11717,CUST-1413,VEH-2529,DRV-1523,PROV-171,vehicles,Responsabilidad Civil,collision,broker,Cuenca,Norte,2021,5,2381,2310,2123,Liquidado,7739,269,2,2,0,0,1,791,194,2,2026-03-16T19:23:49.273364+00:00,2026-03-18T19:23:49.273364+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.06,NARR-201,Retail,67,3,0,813,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0143,1,sklearn-random-forest-v1
CLM-00103,POL-11734,CUST-1426,VEH-2558,DRV-1546,PROV-102,vehicles,Vidrios,glass,broker,Cuenca,Costa,2014,12,3707,4062,2404,Reserva,7355,290,1,1,0,0,0,201,383,0,2026-01-11T19:23:49.273364+00:00,2026-01-11T19:23:49.273364+00:00,0,1,0,0,Perito,0,0,posterior,0,0.35,NARR-202,Pyme,86,4,0,705,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0748,7,sklearn-random-forest-v1
CLM-00104,POL-11751,CUST-1439,VEH-2587,DRV-1569,PROV-113,vehicles,Dano propio,collision,web,Guayaquil,Austro,2019,7,5155,4436,4427,Liquidado,11586,870,2,2,1,1,0,700,624,3,2026-03-22T19:23:49.273364+00:00,2026-03-25T19:23:49.273364+00:00,0,1,0,0,Asegurado,0,0,multiple,0,0.56,NARR-203,Preferente,21,2,0,761,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0116,1,sklearn-random-forest-v1
CLM-00105,POL-11768,CUST-406,VEH-705,DRV-304,PROV-22,vehicles,Dano propio,collision,web,Loja,Sierra Centro,2006,20,35657,20096,0,Reserva,55108,879,4,6,4,3,1,18,456,7,2026-04-06T19:23:49.273364+00:00,2026-04-13T19:23:49.273364+00:00,0,1,0,0,Asegurado,8,0,posterior,1,0.77,NARR-2,Retail,9,2,0,503,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9839,98,sklearn-random-forest-v1
CLM-00106,POL-11785,CUST-1465,VEH-2645,DRV-1615,PROV-135,vehicles,Otros danos,other,broker,Cuenca,Sierra Centro,2009,17,4945,3692,3020,Pago Parcial,9280,848,1,1,0,0,0,417,511,0,2026-05-18T19:23:49.273364+00:00,2026-05-18T19:23:49.273364+00:00,0,1,0,0,Clinica,1,0,volcadura,0,0.08,NARR-205,Pyme,38,3,0,777,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0129,1,sklearn-random-forest-v1
CLM-00107,POL-11802,CUST-1478,VEH-2674,DRV-1638,PROV-146,vehicles,Vidrios,glass,web,Ambato,Sierra Centro,2016,10,12542,16263,9394,Pago Parcial,37485,486,2,2,0,1,1,315,168,3,2026-01-21T19:23:49.273364+00:00,2026-01-24T19:23:49.273364+00:00,0,1,0,0,Taller,1,0,normal,0,0.25,NARR-206,Retail,44,1,0,620,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0162,2,sklearn-random-forest-v1
CLM-00108,POL-11819,CUST-1491,VEH-2703,DRV-1661,PROV-157,vehicles,Dano propio,collision,app,Manta,Austro,2016,10,21279,16794,13389,Reserva,59622,422,0,1,1,0,0,607,238,3,2026-05-11T19:23:49.273364+00:00,2026-05-14T19:23:49.273364+00:00,0,1,0,0,Perito,1,0,frontal,0,0.48,NARR-207,Pyme,44,1,0,697,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.062,6,sklearn-random-forest-v1
